X,Y,SHAP_NDVI,SHAP_Building_Density,SHAP_SVF,SHAP_Albedo,SHAP_Distance_to_Water,SHAP_Elevation
2,1,3.4161763,-1.8651454,-0.587309,1.0054916,-0.53260154,0.4323689
3,1,3.932541,-1.7962933,-0.59463763,0.25222382,-0.5026093,0.39161396
4,1,4.339972,-1.7653869,-0.48337254,0.19745785,-0.4891313,0.44337252
5,1,4.111974,-1.7688599,-0.42036843,0.00047424843,-0.4741936,0.44041982
6,1,2.608133,-2.1181717,-0.4457918,-0.24901865,-0.46823522,0.33017075
7,1,0.6780552,-2.7559035,-0.3999879,-0.008465535,-0.4699332,0.40592164
8,1,0.0915473,-2.7884543,-0.31874493,-0.40026882,-0.6749618,0.36336523
9,1,-0.18202628,-2.6251929,-0.37300372,0.35837463,-0.61317176,0.38117576
10,1,-0.19387722,-2.6352155,-0.40608352,0.3786167,-0.5391784,0.3686065
11,1,-0.24907857,-2.5964718,-0.45273525,-0.34694505,-0.58157635,0.31706545
12,1,-0.319934,-2.7213414,-0.347956,-0.22469352,-0.44943282,0.3509063
13,1,-0.21767397,-2.667762,-0.28787908,-0.3899437,-0.29716632,0.3054356
14,1,-0.16637301,-2.5242913,-0.3948817,-0.8493952,-0.3747532,0.24282537
15,1,-0.8146409,-1.9826207,-0.41960245,-0.37815982,-0.24802066,0.21571726
16,1,-0.92245495,-2.006367,-0.3418619,-0.29150373,-0.24843568,0.26511943
17,1,-0.92709243,-1.9761564,-0.3041389,0.066389725,-0.26668358,0.24415304
18,1,-1.1162832,-1.9398211,-0.3863916,0.4988913,-0.14926726,0.18396647
19,1,-1.1350179,-2.0365355,-0.34138095,-0.32273057,-0.15578945,0.19451028
20,1,-1.265922,-2.0885198,-0.4584816,-0.7029001,-0.17403758,0.124706775
21,1,-1.1290048,-2.0671442,-0.5326116,-0.44126087,-0.12778272,0.13071072
22,1,-1.1360486,-2.0818777,-0.54281795,-0.49132833,-0.08385037,0.14101325
23,1,-1.1526988,-2.090811,-0.5645121,-0.73999065,-0.038540117,0.12441633
24,1,-1.1250484,-2.1120903,-0.56919646,-0.80073017,0.01735487,0.11176315
25,1,-1.2006392,-2.0644128,-0.6039112,-0.5703854,0.06832603,0.10433651
26,1,-1.1133965,-2.021823,-0.57148325,-0.39783755,0.12592746,0.07219333
27,1,-1.0486629,-1.9760153,-0.572414,0.39763936,0.14241317,0.055514928
28,1,-0.9525489,-2.0252964,-0.60870254,0.011042089,0.14133589,0.06751261
29,1,-1.0211322,-2.0360029,-0.61407524,-0.14082493,0.14833245,0.05623791
30,1,-1.0342429,-2.020763,-0.53406173,-0.061450627,0.14203551,0.09812422
31,1,-1.120526,-1.9934343,-0.38309962,-0.46239343,0.16032158,0.074532725
32,1,-1.1725032,-2.014903,-0.2519712,-1.046495,0.18041173,0.1011816
33,1,-1.0995195,-1.9804223,-0.25401983,-0.6750254,0.17724787,0.075389676
34,1,-0.9101557,-1.9557779,-0.43232703,-0.4311589,0.2156701,0.1763278
35,1,-1.0426841,-1.9703301,-0.5227414,-0.47127125,0.19311152,0.18048158
36,1,-1.0262821,-1.982519,-0.6019847,-0.18276224,0.16549726,0.16468054
37,1,-1.0753539,-1.9907475,-0.54279387,-0.71792895,0.20995712,0.2271122
38,1,-1.1026698,-1.9877336,-0.5145199,0.07915184,0.23965082,0.27202585
39,1,-1.139671,-1.9831469,-0.35989305,-0.66283447,0.3169913,0.30769834
40,1,-1.1422633,-1.953107,-0.2984495,-0.46759462,0.34289664,0.29972476
41,1,-1.059848,-1.9211825,-0.19964525,-0.10522609,0.3107887,0.33284283
42,1,-1.0099305,-1.8557073,-0.03087258,-0.120316625,0.25943056,0.31440142
43,1,-1.0805957,-1.868109,-0.20101282,0.16270849,0.25796354,0.26907393
44,1,-1.1420726,-1.918932,-0.31454793,0.20463485,0.25531182,0.23446397
45,1,-1.2182895,-1.8697027,-0.32526705,0.382233,0.285142,0.26212335
46,1,-1.0726088,-1.8991389,-0.1566374,-0.5418564,0.31950578,0.29119113
47,1,-1.1077533,-1.9394437,-0.20596795,-0.648255,0.34962124,0.3455461
48,1,-1.1221226,-1.8750969,-0.2802638,0.56337124,0.35426468,0.36995825
49,1,-1.1120833,-1.9090708,-0.04144191,-0.68009806,0.37044466,0.31311193
50,1,-1.0495776,-1.9089329,-0.054904774,-0.31957898,0.3552186,0.29059067
51,1,-1.0515617,-1.985135,-0.19363065,-0.31478268,0.33995768,0.16417395
52,1,-1.1503735,-1.9062934,-0.30836785,0.3860628,0.35960644,0.16580926
53,1,-0.9571899,-1.982033,-0.31274825,-0.5851789,0.36824587,0.1481337
54,1,-1.0752813,-1.9919802,-0.45893162,-0.44051602,0.3407066,0.14301884
55,1,-1.1685888,-2.014596,-0.542609,-0.7098635,0.25727722,0.12522782
56,1,-1.1595885,-2.0090845,-0.4842544,-0.74803513,0.25138348,0.07631883
57,1,-1.1160923,-2.0366771,-0.47086436,-0.6710076,0.2053929,0.053822838
58,1,-1.1115154,-2.016897,-0.52524,-0.059125237,0.22642682,0.025091961
59,1,-1.1188853,-1.9997636,-0.4566835,-0.25893405,0.20971474,0.018588064
60,1,-1.0573541,-2.0148332,-0.50478274,-0.15869622,0.2109324,0.04747961
61,1,-1.1996632,-2.0561328,-0.45330945,-0.67959714,0.17964631,0.053606953
62,1,-1.1981616,-1.9989259,-0.4287048,-0.59414303,0.23728368,0.09659569
63,1,-1.1908978,-2.0523512,-0.31685385,-0.74629855,0.18102182,0.008154103
64,1,-1.1027167,-2.0021489,-0.18160777,-0.6700262,0.19966733,0.035479438
65,1,-1.0860637,-1.9621674,-0.23626605,0.1672317,0.2076286,0.036534756
66,1,-1.2306311,-1.9884408,-0.24218866,-0.72925293,0.20491086,-0.0024054975
67,1,-1.1625693,-1.9345939,-0.39281458,-0.6001371,0.24692793,0.008621638
68,1,-1.0547599,-1.9908508,-0.45911273,-0.33545375,0.25062233,0.08086118
69,1,-1.0903586,-1.9543315,-0.44393232,-0.45519674,0.27446526,0.10187263
70,1,-1.1505066,-1.9700205,-0.46274257,-0.3201496,0.31992286,0.107429676
71,1,-1.2132983,-1.9739714,-0.461802,-0.5472446,0.33307827,0.0971286
72,1,-1.1880313,-1.9862905,-0.4796143,-0.3304043,0.29818138,0.07800084
73,1,-1.1712846,-2.0020964,-0.4772791,-0.47147804,0.26297575,0.05541325
74,1,-1.1217258,-1.981681,-0.48457843,-0.4250466,0.24678183,0.03438826
75,1,-1.0780306,-1.9694394,-0.5066373,-0.23016518,0.23186603,0.00637064
76,1,-1.1299922,-1.978827,-0.5168953,-0.457182,0.24882485,-0.013040722
77,1,-1.2212156,-2.0830467,-0.4482828,-1.071916,0.2758592,0.006289146
78,1,-1.1900301,-1.9935017,-0.40842673,-0.21139306,0.3173939,0.10908868
79,1,-1.1081402,-1.9625751,-0.30981606,-0.1418933,0.36367777,0.10391311
80,1,-1.0398548,-1.9901164,-0.2630888,-0.027661262,0.44169873,0.13431802
81,1,-1.0738667,-1.9877956,-0.24841991,-0.30286366,0.45565742,0.13910034
82,1,-1.222749,-1.9963772,-0.34277585,-0.65075,0.4786457,0.14752297
83,1,-1.1807109,-2.0076802,-0.4491499,-0.6666251,0.51415974,0.14245045
84,1,-1.1368548,-1.9613138,-0.46678498,-0.42457253,0.5027076,0.12823795
85,1,-1.1374817,-1.949298,-0.45355454,-0.549312,0.5522077,0.15422589
86,1,-1.0455483,-1.9219145,-0.40629235,-0.4633527,0.5314006,0.15798537
87,1,-0.9707556,-1.881552,-0.37762153,-0.10724161,0.48974282,0.14483452
88,1,-1.07781,-1.893933,-0.33129418,0.24454276,0.46137846,0.12699749
89,1,-1.1621989,-1.9072198,-0.3126295,-0.57434624,0.40782514,0.091501385
90,1,-1.1038886,-1.9614911,-0.36185265,-0.4677943,0.36987585,0.031186594
91,1,-1.0275815,-1.9870875,-0.37559232,-0.35781348,0.36708534,-0.050955378
92,1,-1.0982592,-2.0315483,-0.36451095,-0.32843578,0.31211612,-0.05832157
93,1,-1.1365557,-2.0164702,-0.3862456,-0.5253561,0.34007698,-0.09631402
94,1,-1.1538446,-2.036388,-0.47975308,-0.49263197,0.33958155,-0.13285637
95,1,-1.1639484,-2.003353,-0.53131294,-0.25543463,0.35529724,-0.09153549
96,1,-1.1664699,-1.9559094,-0.5505208,0.16181467,0.3764419,-0.06034327
97,1,-1.248227,-1.9585978,-0.39802465,-0.66966605,0.40281534,0.011702661
98,1,-1.2828821,-1.890821,-0.20907305,-0.63334394,0.45964527,0.02834894
99,1,-1.1602395,-1.8815358,-0.26550937,-0.43900448,0.5332498,0.029388547
0,2,3.4916646,-1.8820314,-0.48613927,0.99486923,-0.5264746,0.46609458
1,2,3.5497198,-1.8536627,-0.52486646,0.5180451,-0.5299696,0.4403516
2,2,3.4634426,-1.8450264,-0.5986225,0.53680676,-0.6300448,0.4568441
3,2,3.569366,-1.8565751,-0.6480767,0.66802126,-0.49105763,0.42227367
4,2,4.104784,-1.7708834,-0.6592346,0.17050889,-0.527278,0.3949891
5,2,4.3583937,-1.7652483,-0.57105243,-0.0024020725,-0.43569845,0.4413633
6,2,4.1086016,-1.7727498,-0.41790402,0.013252821,-0.4723494,0.4424428
7,2,2.6124983,-1.981241,-0.17313892,-0.12201577,-0.43708247,0.36739913
8,2,0.63837034,-2.6572118,-0.120823726,0.42339355,-0.48175505,0.3518801
9,2,-0.011108256,-2.6602876,-0.23049003,0.24031283,-0.7448761,0.39066237
10,2,-0.21827056,-2.7159019,-0.34594005,-0.094574966,-0.6154693,0.3326695
11,2,-0.3104538,-2.7302585,-0.39862248,-0.028578853,-0.5428163,0.3594544
12,2,-0.2327237,-2.7165172,-0.4420387,-0.4480464,-0.5412547,0.27449682
13,2,-0.25436637,-2.700286,-0.43959525,-0.31284094,-0.42311502,0.26367056
14,2,-0.18704176,-2.6168177,-0.38684118,-0.7197058,-0.394461,0.23273052
15,2,-0.56162447,-2.3140085,-0.4452814,-0.21523455,-0.3392484,0.25031388
16,2,-0.92129767,-2.0106711,-0.4458697,-0.8709381,-0.3710017,0.17756315
17,2,-0.85883576,-2.03059,-0.3961023,-0.92257553,-0.31816137,0.21610306
18,2,-0.97192633,-2.0065346,-0.41391453,-0.32888684,-0.21583648,0.17365861
19,2,-1.1911583,-2.056617,-0.43068898,-0.73303676,-0.24866296,0.1564398
20,2,-1.1998476,-2.0519314,-0.44433877,-0.42034364,-0.16821569,0.13030493
21,2,-1.1782295,-2.0655003,-0.45526797,-0.6488289,-0.13640542,0.14403374
22,2,-1.0092683,-2.0189188,-0.5440723,-0.18454266,-0.045324128,0.12347494
23,2,-1.0930823,-2.0431383,-0.54433036,0.23338404,-0.032728046,0.089036606
24,2,-1.2970586,-1.9961954,-0.59944874,0.8610802,-0.029768288,0.14464788
25,2,-1.0524479,-2.0896237,-0.55308855,-0.21621482,-0.019187644,0.114382476
26,2,-1.1287438,-2.0576863,-0.5564182,-0.47007436,0.04123548,0.09108543
27,2,-1.1114743,-2.0559635,-0.5883544,-0.6609486,0.13194734,0.07148426
28,2,-1.059031,-2.013223,-0.51539516,-0.39876208,0.12812155,0.06355723
29,2,-1.096674,-2.030998,-0.4456372,-0.5596222,0.1468339,0.10471911
30,2,-1.0235418,-2.006427,-0.38046664,-0.12205544,0.16657415,0.113733836
31,2,-1.0623729,-1.9571987,-0.2124038,-0.24283251,0.16908632,0.11687741
32,2,-1.1116314,-1.9267251,-0.063454516,-0.55793756,0.17386648,0.09595694
33,2,-1.1270118,-1.890645,-0.08765522,0.44870353,0.18153211,0.17400295
34,2,-0.9653459,-1.9640858,-0.34310383,-0.20940296,0.17307888,0.15451926
35,2,-1.052498,-1.9659147,-0.49258998,-0.3414723,0.1719467,0.21075796
36,2,-1.1888373,-2.0053835,-0.5844092,-0.694349,0.17614368,0.18244271
37,2,-1.104174,-1.9918373,-0.5529016,-0.34203616,0.18984433,0.22568409
38,2,-1.0516224,-1.9755902,-0.5615425,-0.47901413,0.23684971,0.3178497
39,2,-1.1305654,-1.9909017,-0.3731793,-0.6867575,0.30188155,0.31634653
40,2,-1.1085202,-1.8996378,-0.23906417,0.1907101,0.31226337,0.29370803
41,2,-1.0243107,-1.949738,-0.2482889,-0.101076216,0.2585525,0.31787375
42,2,-1.0240544,-1.9380263,-0.28800228,-0.20638561,0.2638998,0.3218419
43,2,-1.1517513,-1.9536037,-0.25804436,-0.6431524,0.29026115,0.24191684
44,2,-1.2385393,-1.9159763,-0.27722177,-0.5573209,0.27181423,0.20895243
45,2,-1.0714033,-1.904985,-0.1772776,-0.19834407,0.26493254,0.25564575
46,2,-0.9993577,-1.8617499,-0.03851546,-0.1267047,0.28601468,0.32066965
47,2,-1.133427,-1.9927613,-0.2263424,-0.7856845,0.3213265,0.29808223
48,2,-1.074641,-1.9580568,-0.35449654,-0.2511426,0.3384703,0.30049056
49,2,-1.1636822,-1.9050779,-0.36529118,0.41788653,0.34243807,0.26112378
50,2,-1.1416583,-1.9110618,-0.38575387,0.42604715,0.3463556,0.28106666
51,2,-1.0212182,-1.8900445,-0.39919147,-0.38993445,0.3448631,0.1457191
52,2,-1.0368634,-1.7874107,-0.45750415,0.20114277,0.33722728,0.13446191
53,2,-1.052137,-1.9905101,-0.4332635,-0.749645,0.37007853,0.17270684
54,2,-1.0346283,-1.992595,-0.41016233,-0.07795613,0.36039865,0.19047095
55,2,-1.0925937,-1.9946907,-0.38534006,-0.33370507,0.35491818,0.15275693
56,2,-1.160489,-1.9879382,-0.48707747,-0.4796033,0.26242256,0.07709119
57,2,-1.0772352,-2.0138183,-0.54768646,-0.082697235,0.2223088,0.07683844
58,2,-1.2781289,-2.0069768,-0.5421665,0.63198894,0.21102494,0.111779846
59,2,-1.1241784,-2.015959,-0.4918968,-0.22241886,0.23197436,0.071214736
60,2,-1.1177229,-2.0110419,-0.47620746,-0.14775348,0.27743667,0.10325364
61,2,-1.1577706,-1.9756488,-0.40664613,-0.4077508,0.3166908,0.08305922
62,2,-1.1203743,-1.993087,-0.39606494,-0.4165519,0.25652593,0.061557926
63,2,-1.1398151,-2.0249112,-0.24545535,-0.46864262,0.20977694,0.029973356
64,2,-1.2003508,-2.0506768,-0.20833494,-0.84822154,0.18525095,0.02753874
65,2,-1.0978767,-1.955881,-0.2274367,-0.1158247,0.18136549,-0.020396966
66,2,-1.0965341,-1.9417372,-0.2503873,-0.070019335,0.2131529,0.0034034424
67,2,-1.2216445,-1.8933945,-0.3241655,0.45215103,0.26882073,0.061178632
68,2,-1.0606555,-1.9643898,-0.3941518,-0.20959638,0.2211878,0.051817417
69,2,-1.1187409,-1.9890853,-0.4295173,-0.44815275,0.25543287,0.059800982
70,2,-1.0663093,-1.9476135,-0.46742305,-0.23648837,0.26370597,0.074292876
71,2,-1.1426427,-1.9670773,-0.4829412,-0.4902755,0.34950766,0.083217286
72,2,-1.1894954,-1.9600574,-0.47133014,-0.3374326,0.30749965,0.071589634
73,2,-1.1182145,-1.9561199,-0.5151435,0.19755903,0.27664965,-0.016826864
74,2,-1.0983051,-1.966668,-0.4191112,-0.39696404,0.28285035,0.028059643
75,2,-1.1191843,-2.007348,-0.39305896,-0.32705435,0.23792961,0.029460499
76,2,-1.1513597,-1.9907924,-0.4205502,-0.4060676,0.23295209,0.02496447
77,2,-1.1637021,-1.9899595,-0.3283537,-0.24768402,0.2281908,0.042566556
78,2,-1.1023471,-1.9777092,-0.28621998,-0.08968948,0.26166356,0.052773584
79,2,-1.2122297,-1.9799813,-0.23599757,-0.44259134,0.3529072,0.103928514
80,2,-1.1195886,-1.9680706,-0.16994517,-0.37333035,0.38419956,0.11127233
81,2,-1.204639,-1.9927489,-0.15769918,-0.8266499,0.4781987,0.102162406
82,2,-1.171477,-2.0187624,-0.3079966,-0.7159457,0.47790524,0.1250275
83,2,-1.1207366,-2.0053155,-0.4687216,-0.5872171,0.49046612,0.1033797
84,2,-1.035063,-1.9600079,-0.5260108,-0.18598785,0.4307704,0.11413562
85,2,-1.1865916,-1.9089023,-0.53547406,0.4637668,0.5142321,0.15976548
86,2,-1.0244257,-1.9543642,-0.41452482,0.028493367,0.5194073,0.17192297
87,2,-1.021998,-1.9472035,-0.32314786,0.07233999,0.45304018,0.14539057
88,2,-1.032501,-1.9574379,-0.24514157,-0.09638283,0.40372735,0.07947049
89,2,-1.0814953,-1.8933564,-0.281514,-0.33913797,0.36626175,0.024374934
90,2,-1.0039852,-1.9244994,-0.35081053,-0.4766787,0.37758064,0.026891336
91,2,-1.0603992,-1.9989264,-0.36495134,-0.45764217,0.36398625,-0.04113571
92,2,-1.179763,-2.031554,-0.38244683,-0.6671101,0.3661264,-0.07071478
93,2,-1.1096938,-2.0549748,-0.43843964,-0.34780586,0.3431508,-0.11012616
94,2,-1.1456507,-2.0506186,-0.47732252,-0.48949748,0.33317205,-0.12827198
95,2,-1.1182603,-2.0465436,-0.4885522,-0.47471783,0.36830094,-0.033377104
96,2,-1.1145861,-2.0318396,-0.5220737,-0.44916612,0.35637453,0.020953715
97,2,-1.2788852,-1.9821448,-0.54957044,-0.8322272,0.38407362,0.0022061637
98,2,-1.2460382,-1.9411733,-0.43811476,-0.6442719,0.41327575,0.025335433
99,2,-1.1173835,-1.9611233,-0.48675096,0.09521825,0.487617,0.008746129
0,3,4.061757,-1.8042392,-0.5984302,0.5335402,-0.4769383,0.42522058
1,3,3.917818,-1.793765,-0.6012302,0.33541945,-0.4882276,0.40476587
2,3,3.6036632,-1.8592771,-0.6202368,-0.43709007,-0.5206718,0.36299288
3,3,3.4105427,-1.8530811,-0.6049208,0.6280018,-0.6053375,0.42843345
4,3,3.642625,-1.8309997,-0.58180386,0.80851495,-0.49442986,0.47202522
5,3,4.0779037,-1.7521542,-0.5951741,0.20227233,-0.5280707,0.37998897
6,3,4.4042025,-1.7364832,-0.28740567,0.17627978,-0.46132797,0.48488843
7,3,3.9632466,-1.7448268,-0.21233967,0.3437632,-0.47480315,0.4332931
8,3,2.4164536,-2.0804737,-0.3065117,0.23354825,-0.476901,0.38392526
9,3,0.7727247,-2.64308,-0.15818949,-0.21227293,-0.45374152,0.3203448
10,3,-0.04976491,-2.7448032,-0.3938677,0.25191492,-0.77419764,0.33006743
11,3,-0.17310025,-2.7290099,-0.40458494,-0.01746415,-0.5977808,0.33934498
12,3,-0.17735745,-2.73923,-0.3826164,-0.24860653,-0.57500815,0.33574334
13,3,-0.07940036,-2.685832,-0.35266346,-0.52855605,-0.5627948,0.3241255
14,3,-0.21502736,-2.696566,-0.3416951,-0.42346522,-0.4476693,0.32712352
15,3,-1.0200735,-1.970627,-0.40175378,0.354163,-0.54798484,0.26294363
16,3,-0.90922815,-1.980564,-0.4839355,0.056513865,-0.34367093,0.17857823
17,3,-0.8793059,-2.015742,-0.4483463,-0.90485567,-0.36074734,0.17628653
